spotify_track_id,song_name,artist_names,artist_ids,all_time_streams,years_on_chart,parent_genres,genres,album,album_date,album_label,release_date,release_date_precision,album_type
03sEzk1VyrUZSgyhoQR0LZ,Pneuma,TOOL,2yEwvVSSSUkcLeSTNyHKh8,1995505,2019,"Metal, Rock","progressive metal, alternative metal, progressive rock, metal",Fear Inoculum,2019-08-30,RCA Records Label,2019-08-30,day,album
03vyB3AHCuEGfhh7wPc7Yf,When You're Ready,Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,2165539,2018,Pop,pop,Shawn Mendes,2018-05-25,Island Records,2018-05-25,day,album
03wOsqNRdFZAgwo708sjw2,Say Yes To Heaven,Lana Del Rey,00FQb4jTyendYWaN8pK0wa,8024814,2023,,,Say Yes To Heaven (sim0ne & Melo Nada Remix),2023-05-20,Polydor Records,2023-05-20,day,single
03x2rVJRFUrvwlfxoHd9Mo,Just You and I,Tom Walker,7z2avKuuiMAT4XZJFv8Rvh,58037838,2019,,,What a Time To Be Alive,2019-03-01,Relentless Records,2019-03-01,day,album
03y045SZqaC94yfXl1cU4E,Petrouchka (feat. PLK),"Soso Maness, PLK","0oeiA5U9u1U45Gos5cywUU, 3DCWeG2J1fZeu0Oe6i5Q6m",16974759,2021,Hip Hop,pop urbaine,Avec le temps,2021-06-04,RCA Group,2021-06-04,day,album
040I32EKLxQrkuxQu1pqvT,Saturn,SZA,7tYKF4w9nC0nq9CsPZTHyP,20782725,2024,R&B,r&b,SOS Deluxe: LANA,2024-12-20,Top Dawg Entertainment/RCA Records,2024-12-20,day,album
041sluNZwBxTCOuu766eNi,POLTERGEIST!,"CORPSE, OmenXIII","7yntSJ6uojO3z6GFUVwhAW, 760kxYHN5QTrD1DehiimjB",894519,2022,Hip Hop,"dark trap, horrorcore, emo rap, cloud rap",POLTERGEIST!,2022-04-08,CORPSE,2022-04-08,day,single
042Sl6Mn83JHyLEqdK7uI0,Your Power,Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,14385425,2021,,,Happier Than Ever,2021-07-30,Darkroom/Interscope Records,2021-07-30,day,album
042x9bsUBWW2fJgJ6fUh61,Not Going Home (feat. Gia Koka),"DVBBS, CMC$, Gia Koka","5X4LWwbUFNzPkEas04uU82, 78DWNk8gFHU30TGITAgbM7, 71WExccCBN2mw0klSzfYzz",31785540,2017,Electronic,"edm, big room, electronica, ",Not Going Home (feat. Gia Koka),2017-01-27,b1,2017-01-27,day,single
044qU7kwVZaDwzWnRsmVVL,I Dare You,The xx,3iOvXCl6edW5Um0fXEBRXy,1062414,2017,,,I See You,2017-01-13,Young Turks Recordings,2017-01-13,day,album
045ZeOHPIzhxxsm8bq5kyE,Out Of The Woods (Taylor's Version),Taylor Swift,06HL4z0CvFAxyc27GXpf02,83966622,2023,,,1989 (Taylor's Version),2023-10-26,Taylor Swift,2023-10-26,day,album
04A4WyCRyHQ8Nb3u3IsfzH,I Like It,Stray Kids,2dIgFjalVxs4ThymZ67YCE,1643494,2024,Pop,k-pop,ATE,2024-07-19,Republic Records - Stray Kids,2024-07-19,day,album
04CHEoMbrLOiX8co3EG5dO,Thursday's Child Has Far To Go,TOMORROW X TOGETHER,0ghlgldX5Dd6720Q3qFyQB,873218,2022,Pop,k-pop,minisode 2: Thursday's Child,2022-05-09,Republic Records - TXT,2022-05-09,day,single
04CqLjewJiSAqM210vZAmT,River,Miley Cyrus,5YGY8feqx7naU7z4HrwZM6,92526588,2023,,,Endless Summer Vacation,2023-03-10,Columbia,2023-03-10,day,album
04CttTezSnv71USiiG9mIo,Lighthouse - Andrelli Remix,"Hearts & Colors, Andrelli","3wjsrpfO6odEphTZWx45RQ, 5M2y5A6d5QZjw9JeKClagC",39296383,2017,Electronic,tropical house,Lighthouse (Andrelli Remix),2016-11-11,Firefly Entertainment,2016-11-11,day,single
04CyMEHliadfQWMUJb1w99,BURN,"¥$, Kanye West, Ty Dolla $ign","4xPQFgDA5M2xa0ZGo5iIsv, 5K4W6rqBFWDnAN6FQUkS6x, 7c0XG5cIJTrrAgEC3ULPiq",72563010,2024,Hip Hop,"rap, ",VULTURES 1,2024-02-09,Ye,2024-02-09,day,album
04CyO54TZk5tEylFg2Df41,Love Is Madness (feat. Halsey),"Thirty Seconds To Mars, Halsey","0RqtSIYZmd4fiBKVFqyIqD, 26VFTg2z8YR0cCuwLzESi2",669078,2018,Rock,"modern rock, ",AMERICA,2018-04-06,Thirty Seconds To Mars,2018-04-06,day,album
04DwTuZ2VBdJCCC5TROn7L,In the Name of Love,"Martin Garrix, Bebe Rexha","60d24wfXkVzDSfLS6hyCjZ, 64M6ah0SkkRsnPGtGiRAbb",216649184,2017,Electronic,"edm, electronica, progressive house, ",The Martin Garrix Collection,2017-04-21,Epic Amsterdam,2017-04-21,day,compilation
04JL2liXXV9B9coeGuUsPw,What Lovers Do (feat. SZA),"Maroon 5, SZA","04gDigrS5kc9YWfZHwBETP, 7tYKF4w9nC0nq9CsPZTHyP",3439442,2017,"Pop, R&B","pop, r&b",Red Pill Blues (Deluxe),2017-11-03,Universal Music LLC,2017-11-03,day,album
04MLEeAMuV9IlHEsD8vF6A,No Stylist (feat. Drake),"French Montana, Drake","6vXTefBL93Dj5IqAWq6OTv, 3TVXtAsR1Inumwj472S9r4",183799468,"2018,2019",Hip Hop,"rap, hip hop",No Stylist,2018-09-20,Epic,2018-09-20,day,single
04S1pkp1VaIqjg8zZqknR5,Enchanted,Taylor Swift,06HL4z0CvFAxyc27GXpf02,71711626,"2021,2022",,,Speak Now,2010-10-25,"Big Machine Records, LLC",2010-10-25,day,album
04WxWo7XeVyx22xEsrWRUb,GOD'S COUNTRY,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,49566640,2023,Hip Hop,rap,UTOPIA,2023-07-28,Cactus Jack/Epic,2023-07-28,day,album
04YutdH0j1INpsva3gOipt,MAMACITA,"Black Eyed Peas, Ozuna, J. Rey Soul","1yxSLGMDHlW21z4YXirZDS, 1i8SpTcr7yvPOmcqrbnVXY, 1OB278sOZVSFx5vXqYha83",2246191,2020,Latin,"reggaeton, latin, trap latino, urbano latino, ",TRANSLATION,2020-11-02,Epic,2020-11-02,day,album
04ZTP5KsCypmtCmQg5tH9R,I'm a Mess,Bebe Rexha,64M6ah0SkkRsnPGtGiRAbb,206178278,"2018,2019",,,Expectations,2018-06-22,Warner Records,2018-06-22,day,album
04cd1MHVq1D8v1nuTZoCdv,Puntos Suspensivos,Piso 21,4bw2Am3p9ji3mYsXNXtQcd,12884126,"2018,2019","Pop, Latin","reggaeton, colombian pop, pop urbano",Ubuntu,2018-05-11,WM Mexico,2018-05-11,day,album
04ndZkbKGthTgYSv3xS7en,Cupido,TINI,7vXDAI8JwjW531ouMGbfcp,343089026,2023,Pop,latin pop,Cupido,2023-02-16,5020 Records,2023-02-16,day,album
04sN26COy28wTXYj3dMoiZ,Bored,Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,166611285,"2021,2022",,,Bored,2017-03-30,Darkroom,2017-03-30,day,single
04t8HpnAGcLaWnBwzVR7H1,Oh Santa!,Mariah Carey,4iHNK0tOyZPYnBU7nGAgpQ,6113706,2022,Jazz,christmas,Merry Christmas II You,2010-11-02,Def Jam Recordings,2010-11-02,day,album
04vLj9QUXoKdRlsp3gkURo,Mele Kalikimaka (Merry Christmas),"Bing Crosby, The Andrews Sisters","6ZjFtWeHP9XN7FeKSUe80S, 2NCGI6dLTxLdI9XHdv7QfM",36535554,"2018,2019,2024","Easy listening, Jazz","christmas, big band, swing music",White Christmas,1945-01-01,Geffen,1945-01-01,day,compilation
04zis09KAgMvMod8Eohrp1,Bad Lil Vibe (feat. Jeremih),"KSI, Jeremih","1nzgtKYFckznkcVMR3Gg4z, 3KV3p5EY4AvKxOlhGHORLg",695202,2020,,,Dissimulation,2020-05-22,BMG Rights Management (US) LLC,2020-05-22,day,album
04zxGiXcmNQ0m9oDXtwo18,Busted and Blue,Gorillaz,3AA28KZvwAUcZuOKwyblJQ,608159,2017,,,Humanz (Deluxe),2017-04-28,Parlophone UK,2017-04-28,day,album
053zWWZDziDJd3U94x8RuP,Todo Mundo Menos Você,"Marília Mendonça, Maiara & Maraisa","1yR65psqiazQpeM79CcGh8, 59jlthNnbmim5l9tmNA7se",40023075,"2021,2022","Country, Latin","sertanejo, sertanejo universitário, arrocha, forró, piseiro",Festa das Patroas 35%,2021-10-14,Som Livre,2021-10-14,day,album
059bcIhyc2SBwm6sw2AZzd,Te Vi,"Piso 21, Micro TDH","4bw2Am3p9ji3mYsXNXtQcd, 1aWJsBQa67l72j1VT3D6Ow",209597510,2019,"Pop, Latin","reggaeton, colombian pop, pop urbano, ",Te Vi,2018-12-14,WM Mexico,2018-12-14,day,single
059qzhNaJb8tsqpdl2bHfF,Una Velita,Bad Bunny,4q3ewBCX7sLwd24euuV69X,10090210,2024,Latin,"reggaeton, trap latino, latin, urbano latino",Una Velita,2024-09-19,Rimas Entertainment LLC.,2024-09-19,day,single
05CTjmZKjZoCKQvM1Ldq9M,Parade on Cleveland (feat. Drake),"Young Thug, Drake","50co4Is1HCEo8bhOyUWKpn, 3TVXtAsR1Inumwj472S9r4",4228512,2023,Hip Hop,"rap, melodic rap, trap, hip hop",BUSINESS IS BUSINESS,2023-06-23,300 Entertainment/Atl,2023-06-23,day,album
05CgKydlFJALNy4JTHeMgs,Framed,Eminem,7dGJo4pcD2V6oG8kP0tJRR,4089415,2017,Hip Hop,"rap, hip hop",Revival,2017-12-15,Universal Music Group,2017-12-15,day,album
05CwHjIk71RXVU40boRMnR,Call You Mine (feat. Bebe Rexha),"The Chainsmokers, Bebe Rexha","69GGBxA162lTqCwzJG5jLp, 64M6ah0SkkRsnPGtGiRAbb",134937512,2019,,,World War Joy,2019-05-31,Disruptor Records/Columbia,2019-05-31,day,single
05GsNucq8Bngd9fnd4fRa0,Begin Again (Taylor's Version),Taylor Swift,06HL4z0CvFAxyc27GXpf02,8969930,2021,,,Red (Taylor's Version),2021-11-12,Taylor Swift,2021-11-12,day,album
05KOgYg8PGeJyyWBPi5ja8,Free Smoke,Drake,3TVXtAsR1Inumwj472S9r4,51271511,2017,Hip Hop,"rap, hip hop",More Life,2017-03-18,Cash Money Records/Young Money Ent./Universal Rec.,2017-03-18,day,album
05OnZaYopHpb0z7ktT2FIF,PICARDÍA,"Rauw Alejandro, Junior H","1mcTU81TzQhprhouKaTkpq, 7Gi6gjaWy3DxyilpF1a8Is",2420532,2023,Latin,"reggaeton, urbano latino, trap latino, latin, corridos tumbados, corrido, corridos bélicos, sad sierreño, sierreño, música mexicana, banda",PLAYA SATURNO,2023-07-07,Sony Music Latin/Duars Entertainment,2023-07-07,day,album
05RgAMGypEvqhNs5hPCbMS,Panama - 2015 Remaster,Van Halen,2cnMpRsOVqtPMfq7YiFE6K,986139,2020,"Rock, Metal","glam metal, classic rock, rock, hard rock",1984 (Remastered),1984-01-04,Rhino/Warner Records,1984-01-04,day,album
05WVKTdZhlIMX4qqMLuo0f,BELLAKEO,"Peso Pluma, Anitta","12GqGscKJx3aE4t07u7eVZ, 7FNnA9vBm6EKceENgCGRMb",366110417,"2023,2024","Latin, Pop, R&B, Hip Hop","corrido, corridos tumbados, corridos bélicos, música mexicana, sad sierreño, electro corridos, banda, brazilian pop, funk pop, funk carioca, funk, pagode baiano",BELLAKEO,2023-12-07,Double P Records,2023-12-07,day,single
05WepN8vrMLJG5r8XRdLeL,INTRO,DaBaby,4r63FhuTkUYltbVAg5TQnk,6668222,2019,,,INTRO,2019-09-19,South Coast Music Group/Interscope Records,2019-09-19,day,single
05X6aMCQR09E6smUmw9qms,Thank God It's Christmas - Non-Album Single,Queen,1dfeR4HaWDbWqFHLkxsg1d,3273923,2017,Rock,"classic rock, rock, glam rock",The Works (Deluxe Edition 2011 Remaster),1984-02-27,Universal Music Group,1984-02-27,day,album
05Z7jet4VDNVgNQWcYHnrk,Party (feat. Usher & Gucci Mane),"Chris Brown, USHER, Gucci Mane","7bXgB6jMjp9ATFy66eO08Z, 23zg3TcAtWQy7J6upgbUnj, 13y7CgLHjMVRMDqxdx0Xdo",13609737,2017,"R&B, Hip Hop","r&b, southern hip hop, rap, trap",Party (feat. Usher & Gucci Mane),2016-12-16,RCA Records Label,2016-12-16,day,single
05ZXXyeZFhZtA6DAP3Aw7x,Loca (feat. Cali y El Dandee),"Maite Perroni, Cali Y El Dandee","6ModsWtBph2rE6zCTVxvZt, 5DUlefCLzVRzNWaNURTFpK",14297713,2017,"Pop, Latin","latin pop, colombian pop, reggaeton",Loca (feat. Cali y El Dandee),2017-05-12,WM Mexico,2017-05-12,day,single
05aZ9sAU1YXndHv0FMi9iW,Demons (feat. Fivio Foreign & Sosa Geek),"Drake, Fivio Foreign, Sosa Geek","3TVXtAsR1Inumwj472S9r4, 14CHVeJGrR5xgUGQFV5BVM, 2UyyBkpzN5w3hzZBZGvRZb",13197609,2020,"Hip Hop, Pop","rap, hip hop, brooklyn drill, new york drill, drill, uk drill",Dark Lane Demo Tapes,2020-05-01,OVO,2020-05-01,day,album
05bfbizlM5AX6Mf1RRyMho,AM Remix,"Nio Garcia, J Balvin, Bad Bunny","5hdhHgpxyniooUiQVaPxQ0, 1vyhD5VmyZ7KMfW5gqLgo5, 4q3ewBCX7sLwd24euuV69X",367271465,"2021,2022",Latin,"reggaeton, trap latino, latin, urbano latino",AM Remix,2021-06-24,Flow La Movie,2021-06-24,day,single
05bnEv2dpFzmGVLGdjD9UP,Orlando,XXXTENTACION,15UsOTVnJzReFVN1VCnxy4,6229941,"2017,2018",Hip Hop,emo rap,17,2017-08-25,Bad Vibes Forever / EMPIRE,2017-08-25,day,album
05ib88vsMeLfwlAfrZyz99,"TASTE (Lee Know, Hyunjin, Felix)",Stray Kids,2dIgFjalVxs4ThymZ67YCE,1196209,2022,Pop,k-pop,MAXIDENT,2022-10-07,Republic Records - Stray Kids,2022-10-07,day,album
05mAIVLkIWc2d1UBYZBCp8,1999,"Charli xcx, Troye Sivan","25uiPmTg16RbhZWAqwLBy5, 3WGpXCj9YhhfX11TToZcXP",32852205,2018,Pop,"hyperpop, art pop, ",1999,2018-10-05,Atlantic Records UK,2018-10-05,day,single
05mDaV9Vb3wrzjF6OPZnhq,Saint-Tropez,Post Malone,246dkjvS1zLTtiykXe5h60,118147209,2019,,,Hollywood's Bleeding,2019-09-06,Republic Records,2019-09-06,day,album
05msZuGKP3OCUGQnvLBOf4,My Boy Only Breaks His Favorite Toys,Taylor Swift,06HL4z0CvFAxyc27GXpf02,17101904,2024,,,THE TORTURED POETS DEPARTMENT,2024-04-18,Taylor Swift,2024-04-18,day,album
05r1GGg1Rhs0RcUg27C82a,Famous (feat. Reginae Carter),"Lil Wayne, Reginae Carter","55Aa2cqylxrFIXC767Z865, 66jpZDjMcxF3SfDfwK7GXe",9540689,2018,Hip Hop,"rap, hip hop, ",Tha Carter V,2018-09-28,"Young Money Records, Inc.",2018-09-28,day,album
05rJdH2MRLJ3sQoEUO78qs,Paradinha,Anitta,7FNnA9vBm6EKceENgCGRMb,38276224,2017,"Pop, R&B, Hip Hop, Latin","brazilian pop, funk pop, funk carioca, funk, pagode baiano",Paradinha,2017-05-31,WM Brazil,2017-05-31,day,single
05t7JMip6JrLuSrMV5yYjX,Envy Me,Calboy,0HkcYmcjrBR3SCw9Ld5VZk,73509849,2019,Hip Hop,melodic rap,Envy Me,2018-12-13,Polo Grounds Music/RCA Records,2018-12-13,day,single
05tGmdz9dVZ4yGqz4YJdPK,La Intención,"Christian Nodal, Peso Pluma","0XwVARXT135rw8lyw1EeWP, 12GqGscKJx3aE4t07u7eVZ",43957690,2024,Latin,"banda, ranchera, mariachi, norteño, música mexicana, grupera, corrido, corridos tumbados, corridos bélicos, sad sierreño, electro corridos",La Intención,2024-01-27,"Producciones Ladon, S.A de C.V./Sony Music México",2024-01-27,day,single
05wb6MEyJeG2z1MVCIXxC8,15 Piani,"Sfera Ebbasta, Marracash","23TFHmajVfBtlRx5MXqgoz, 5AZuEF0feCXMkUCwQiQlW7",5485348,2023,Hip Hop,"italian trap, trap",X2VR,2023-11-17,Universal Music Italia srL.,2023-11-17,day,album
05zd5Nv0e02ZqrlC8A2cwx,United In Grief,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,36566509,2022,Hip Hop,"hip hop, west coast hip hop",Mr. Morale & The Big Steppers,2022-05-13,pgLang/Top Dawg Entertainment/Aftermath/Interscope Records,2022-05-13,day,album
064tgRK6FYBwikCdxaHFV1,Comeback,Jonas Brothers,7gOdHgIoIKoe4i9Tta6qdD,742973,2019,,,Happiness Begins,2019-06-07,Jonas Brothers Recording,2019-06-07,day,album
066QkK1heGoXBUPBbcOhEG,The Glorious Five,Logic,4xRYI6VqpkE3UwrDrAZL8L,932263,2018,,,YSIV,2018-09-28,Def Jam Recordings,2018-09-28,day,album
06FCvd7rrRcF3DdvWH5Isp,LUST.,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,35455979,2017,Hip Hop,"hip hop, west coast hip hop",DAMN.,2017-04-14,Aftermath,2017-04-14,day,album
06GcodDliPWAYFX2LSFLIu,Vertigo,Khalid,6LuN9FCkKOj5PcnpouEgny,7823467,2018,,,Suncity,2018-10-18,"Right Hand Music Group, LLC/RCA Records",2018-10-18,day,album
06Gyf2pFDVmN5K8XAawG96,No Cap,"Future, Young Thug","1RyvyyTE3xzB2ZywiAwp0i, 50co4Is1HCEo8bhOyUWKpn",1745635,2017,Hip Hop,"rap, melodic rap, trap",SUPER SLIMEY,2017-10-20,Epic/300/Atlantic Recording Corporation,2017-10-20,day,album
06IdUbnrpRZ0IKI9IlO96I,God Rest Ye Merry Gentlemen - Single Version,Bing Crosby,6ZjFtWeHP9XN7FeKSUe80S,2587734,2021,Jazz,christmas,Christmas Carols,2021-10-29,UME - Global Clearing House,2021-10-29,day,compilation
06JvOZ39sK8D8SqiqfaxDU,True Love,"Kanye West, XXXTENTACION","5K4W6rqBFWDnAN6FQUkS6x, 15UsOTVnJzReFVN1VCnxy4",51482863,2022,Hip Hop,"rap, emo rap",True Love,2022-05-27,Columbia,2022-05-27,day,single
06LFFPPS7MylCZXps3cO4m,Who Shot Cupid?,Juice WRLD,4MCBfE4596Uoi2O4DtmEMz,1635929,2019,Hip Hop,"melodic rap, emo rap",Death Race For Love,2019-03-08,Grade A Productions/Interscope Records,2019-03-08,day,album
06Qo2fYR2KS1F7bL338iVT,Closer to You (feat. Major Lazer),"Jung Kook, Major Lazer","6HaGTQPmzraVmaVxvz6EUc, 738wLrAtLtCtFOLvQBXOXp",28085712,2023,"Pop, Electronic","k-pop, moombahton",GOLDEN,2023-11-03,BIGHIT MUSIC,2023-11-03,day,album
06Vthiq8nNDuT5nOcch535,Sincerity Is Scary,The 1975,3mIj9lX2MWuHmhNCA7LSCW,738496,2018,,,Sincerity Is Scary,2018-09-13,Polydor Records,2018-09-13,day,single
06Y14QBRyzmPRqrswAfF4J,Drunk (feat. 6LACK),"ScHoolboy Q, 6LACK","5IcR3N7QB1j6KBL8eImZ8m, 4IVAbR2w4JJNJDDRFP3E83",755508,2019,,,CrasH Talk,2019-04-26,Top Dawg Entertainment/Interscope Records,2019-04-26,day,album
06ZpMjkNdIDKVf3mK29UiC,Never Let Me Go,"Alok, Bruno Martini, Zeeba","0NGAZxHanS9e0iNHpR8f2W, 5veVxxPm1vzgi6pO2iVA8L, 7qPLO2XOUaRrRxkvLZ3AEK",2786134,2017,"Electronic, Pop","brazilian bass, electronic, slap house, electro house, brazilian pop, ",Never Let Me Go,2017-05-05,Universal Music Group,2017-05-05,day,single
06qMRF18gwbOYYbnP2du6i,Last Christmas - Single Version,Wham!,5lpH0xAS4fVfLkACg9DAuM,645877076,"2023,2024",Jazz,christmas,The Singles: Echoes from the Edge of Heaven,2023-07-07,Sony Music CG,2023-07-07,day,compilation
06s3QtMJVXw1AJX3UfvZG1,Hasta Que Dios Diga,"Anuel AA, Bad Bunny","2R21vXR83lH98kGeO99Y66, 4q3ewBCX7sLwd24euuV69X",196191970,2020,Latin,"reggaeton, trap latino, urbano latino, latin",Emmanuel,2020-05-29,"2020 Real Hasta La Muerte, LLC",2020-05-29,day,album
06scTb0zbkxYNgpAB3J9fN,B.I.T.C.H.,Megan Thee Stallion,181bsRPaVXVlUKXrxwZfHK,2504962,2020,,,B.I.T.C.H.,2020-01-24,300 Entertainment,2020-01-24,day,single
073ILU1C3APNRGF66VhtyA,Liar,Camila Cabello,4nDoRrQiYLoBzwC5BhVJzF,57503074,"2019,2020",Pop,pop,Romance,2019-12-06,Syco Music/Epic,2019-12-06,day,album
078fJxqEUz0LvbHSM6AoXJ,SUPER BOARD,Stray Kids,2dIgFjalVxs4ThymZ67YCE,917751,2022,Pop,k-pop,MAXIDENT,2022-10-07,Republic Records - Stray Kids,2022-10-07,day,album
079Ey5uxL04AKPQgVQwx5h,Baila Conmigo (with Rauw Alejandro),"Selena Gomez, Rauw Alejandro","0C8ZW7ezQVs4URX5aX7Kqx, 1mcTU81TzQhprhouKaTkpq",170621325,2021,"Latin, Pop","pop, reggaeton, urbano latino, trap latino, latin",Revelación - EP,2021-03-12,Selena Gomez Latin Project,2021-03-12,day,single
07FOCFJhMmCVQDyWX1d3gR,Algorhythm,Childish Gambino,73sIBHcqh3Z3NyqHKZ7FOL,1491973,2020,,,3.15.20,2020-03-22,Wolf+Rothstein/RCA Records,2020-03-22,day,album
07FkzikE6FuHIa8Ma7zJGc,Lie,NF,6fOMl44jA4Sp5b9PpYCkzz,13235639,2018,Hip Hop,christian hip hop,Perception,2017-10-06,NF Real Music,2017-10-06,day,album
07G5C1wAil4Mp1qjbd3eTR,Week Without You,Miley Cyrus,5YGY8feqx7naU7z4HrwZM6,528412,2017,,,Younger Now,2017-09-29,RCA Records Label,2017-09-29,day,album
07KXEDMj78x68D884wgVEm,High Fashion (feat. Mustard),"Roddy Ricch, Mustard","757aE44tKEUQEqRuT6GnEB, 0YinUQ50QDB7ZxSCLyQ40k",222761594,2020,Hip Hop,"melodic rap, ",Please Excuse Me for Being Antisocial,2019-12-06,Atlantic Records,2019-12-06,day,album
07KegcFokV4bBD1GvO1j6L,Respect,BTS,3Nrfpe0tUJi4K4DXYWgMUX,1497545,2020,Pop,k-pop,MAP OF THE SOUL : 7,2020-02-21,Bighit Entertainment,2020-02-21,day,album
07MDkzWARZaLEdKxo6yArG,Meet Me At Our Spot,"THE ANXIETY, WILLOW, Tyler Cole","64H8UqGLbJFHwKtGxiV8OP, 3rWZHrfrsPBxVy692yAIxF, 1xoxekeb8jUVHKJB7m6bfg",296022978,"2021,2022",,,THE ANXIETY,2020-03-13,"MSFTSMusic / Roc Nation Records, LLC",2020-03-13,day,album
07NMFSwppnky8JyIQIxAQZ,This Ain't That,"Trippie Redd, Lil Mosey","6Xgp2XMz1fhVYe7i6yNAax, 5zctI4wO9XSKS8XwcnqEHk",872437,2019,Hip Hop,melodic rap,A Love Letter To You 4,2019-11-22,"TenThousand Projects, LLC",2019-11-22,day,album
07Oz5StQ7GRoygNLaXs2pd,Good as Hell (feat. Ariana Grande) - Remix,"Lizzo, Ariana Grande","56oDRnqbIiwx4mymNEv7dS, 66CXWjxzNUsdJxJ2JdwvnR",132301024,"2019,2020",Pop,pop,Good as Hell (feat. Ariana Grande) [Remix],2016-00-00,Nice Life/Atlantic,2016,year,single
07QfuFPazJYuzRtcWW0U2y,Silent Night,Carpenters,1eEfMU2AhEo7XnKgL7c304,1154169,2020,"Easy listening, Jazz","christmas, adult standards",Christmas Portrait (Special Edition/Reissue),1978-10-13,A&M,1978-10-13,day,album
07RmHXaYqBdUyfAESPZkRO,Sleigh Ride,Carpenters,1eEfMU2AhEo7XnKgL7c304,4139220,"2019,2020","Easy listening, Jazz","christmas, adult standards",Christmas Portrait (Special Edition/Reissue),1978-10-13,A&M,1978-10-13,day,album
07VJGBnywGutMZ72kRyEop,Hurt To Look (feat. Rae Sremmurd),"Swae Lee, Rae Sremmurd","1zNqQNIdeOUZHb8zbZRFMX, 7iZtZyCzp3LItcw1wtPI3D",582233,2018,,,Hurt To Look (feat. Rae Sremmurd),2018-03-01,Eardruma/Interscope Records,2018-03-01,day,single
07W9fL0ee9LsqD9c3kNrdo,Notice Me,"Migos, Post Malone","6oMuImdp5ZcFhWP0ESe6mG, 246dkjvS1zLTtiykXe5h60",3788987,2018,Hip Hop,"trap, ",Culture II,2018-01-26,Universal Music Group,2018-01-26,day,album
07bsRv0pcpbG4zJeLsUs1p,Eyes Closed,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,15712580,2023,Pop,soft pop,Eyes Closed,2023-03-24,Atlantic Records UK,2023-03-24,day,single
07f2b3CTdgKKlhv0mqUksz,Vermissen (feat. Henning May),"Juju, Henning May","4sg4no0TXdsrM1s4SVUwNF, 1cH0i2n6YLrWFDDemqztay",682174,2019,"Hip Hop, Pop","german hip hop, german pop",Bling Bling,2019-06-14,JINX,2019-06-14,day,album
07oO1U722crtVcavi6frX6,Double Life - From  Despicable Me 4 ,Pharrell Williams,2RdwBSPQiwcmiDo9kixcl8,2370323,2024,,,Double Life (From  Despicable Me 4 ),2024-06-14,Columbia,2024-06-14,day,single
07qlsG6DYRLBbovwca9Vbr,You Let Me Walk Alone,Michael Schulte,21aa4pj9BvbFB2iT8kRpnq,1271569,2018,,,Dreamer,2018-05-04,VERY US RECORDS,2018-05-04,day,album
07rmSXN6vNoquX1AsWd9pP,Lalala,"Y2K, bbno$","6USMTwO0MNDnKte5a5h0xx, 41X1TR6hrK8Q2ZCpp2EqCz",12017351,2019,Hip Hop,meme rap,Lalala,2019-06-07,Y2K,2019-06-07,day,single
07s9NNOT0sZQp7TyolLLgu,Own It (feat. Ed Sheeran & Burna Boy),"Stormzy, Burna Boy, Ed Sheeran","2SrSdSvpminqmStGELCSNd, 3wcj11K77LjEY1PkEazffa, 6eUKZXaKkcviH0Ku9w2n3V",26568908,2019,"Traditional music, R&B, Pop, Electronic","grime, uk drill, afrobeats, afrobeat, afropop, afroswing, dancehall, afropiano, soft pop",Own It (feat. Ed Sheeran & Burna Boy),2019-11-22,Atlantic Records,2019-11-22,day,single
081Shn2hU3YxvQmGaCPegr,Unloyal (with Ari Lennox),"Summer Walker, Ari Lennox","57LYzLEk2LcFghVwuWbcuS, 1vaQ6v3pOFxAIrFoPrAcom",890189,2021,R&B,"r&b, alternative r&b, neo soul",Still Over It,2021-11-05,LVRN/Interscope Records,2021-11-05,day,album
083Qf6hn6sFL6xiOHlZUyn,I'll Be There,Jess Glynne,4ScCswdRlyA23odg9thgIO,82990656,2018,,,I'll Be There,2018-05-03,Atlantic Records UK,2018-05-03,day,single
086myS9r57YsLbJpU0TgK9,Why'd You Only Call Me When You're High?,Arctic Monkeys,7Ln80lUS6He07XvHI8qqHH,998545471,"2022,2023,2024",Rock,"indie, garage rock",AM,2013-09-09,Domino Recording Co,2013-09-09,day,album
08EPQiLMyGB8GJX2EiVoCM,Blaues Licht,"RAF Camora, Bonez MC","0Dvx6p8JDyzeOPGmaCIH1L, 1aS5tqEs9ci5P9KD9tZWa6",15849970,2021,Hip Hop,german hip hop,Zukunft,2021-07-16,Indipendenza,2021-07-16,day,album
08F16baYbciTva9P4BvpiI,MAFIA,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,17668670,2021,Hip Hop,rap,ESCAPE PLAN / MAFIA,2021-11-05,Cactus Jack/Epic,2021-11-05,day,single
08Fvx5MZ9RAvSbXOR1jbxy,Affalterbach,"Shindy, Shirin David","5j21TGkrNEAJe3gG9VlS34, 0JBdTCGs111JKKYfLqOEBa",970679,2019,"Hip Hop, Pop","german hip hop, german pop",Affalterbach,2019-03-22,Friends with Money,2019-03-22,day,single
