spotify_track_id,song_name,artist_names,artist_ids,all_time_streams,years_on_chart,parent_genres,genres,album,album_date,album_label,release_date,release_date_precision,album_type
64dLd6rVqDLtkXFYrEUHIU,New Gold (feat. Tame Impala and Bootie Brown),"Gorillaz, Tame Impala, Bootie Brown","3AA28KZvwAUcZuOKwyblJQ, 5INjqkS1o8h1imAzPqGZBb, 6GI3CJjT2bOnMfprCpjT1d",12649406,2022,"Rock, Pop","indie, psychedelic pop, ",New Gold (feat. Tame Impala and Bootie Brown),2022-08-31,Parlophone UK,2022-08-31,day,single
64kfyGcf5dvbw92Vv4THCj,Fun,Selena Gomez,0C8ZW7ezQVs4URX5aX7Kqx,1816271,2020,Pop,pop,Rare,2020-01-10,Interscope Records,2020-01-10,day,album
64mK5Yd0rdGeXVkMFspEyt,Un Poco De Tu Amor,"RBD, Anahí, Dulce María, Maite Perroni, Christian Chávez, Christopher von Uckermann, Alfonso Herrera","7cjh6y0V9SsyCrWSXTzwOs, 0TeVa4xdLB8vdzjsvKH6Ri, 6kaefrHSdAvxhhCVDFTCEL, 6ModsWtBph2rE6zCTVxvZt, 0aMqt2uGLuHj4eI8oXgVzN, 5O8cudluftNZ6PCwRzvYxo, 0veZkZPeWoJQ9gt6VAXlkN",749396,2020,Pop,"latin pop, ",Rebelde,2004-01-01,Universal Music Mexico,2004-01-01,day,album
64pUytZWfCpeeMBN0XAadF,Psychic,"Chris Brown, Jack Harlow","7bXgB6jMjp9ATFy66eO08Z, 2LIk90788K0zvyj2JJVwkJ",968989,2022,R&B,"r&b, ",Breezy,2022-06-24,Chris Brown Entertainment/RCA Records,2022-06-24,day,album
64v1g2HcPumBz2Wd1rT56b,LUMBERJACK,Tyler The Creator,4V8LLVI7PbaPR0K2TGSxFF,9823396,2021,,,LUMBERJACK,2021-06-16,Columbia,2021-06-16,day,single
64ydkbrt0xhdJXRaam06Mc,Mile High,"James Blake, Travis Scott, Metro Boomin","53KwLdlmrlCelAZMaLVZqU, 0Y5tJX1MQlPlqiwlOH1tJY, 0iEtIxbK0KxaSlF7G42ZOp",4819380,2019,Hip Hop,"rap, ",Assume Form,2019-01-18,Polydor Records,2019-01-18,day,album
650OeHTLxZAQmb4aEbGmaA,Good Goodbye (feat. Pusha T and Stormzy),"Linkin Park, Pusha T, Stormzy","6XyY86QOPPrYVGvF9ch6wz, 0ONHkAv9pCAFxb0zJwDNTy, 2SrSdSvpminqmStGELCSNd",5698535,2017,"Metal, Electronic, Rock, Pop","nu metal, rap metal, rock, alternative metal, grime, uk drill",One More Light,2017-05-19,Warner Records,2017-05-19,day,album
6520aj0B4FSKGVuKNsOCOi,Chained To The Rhythm,"Katy Perry, Skip Marley","6jJ0s89eD6GaHleKKya26X, 4ryoUS0W8qXokfMxrlJt6O",250887264,2017,"Pop, R&B","pop, reggae",Witness,2017-06-09,Universal Music Group,2017-06-09,day,album
653UwNHjuC0AwlbU07ao2Y,Sweet Melody,Little Mix,3e7awlrlDSwF3iM0WBjGMp,1016495,2020,,,Confetti,2020-11-05,RCA Records Label,2020-11-05,day,album
653lIkynLG6WiwoEfsY3Ri,acting like that (feat. Machine Gun Kelly),"YUNGBLUD, mgk","6Ad91Jof8Niiw0lGLLi3NW, 6TIYQ3jFPwQSRmorSezPxX",861875,2020,,,weird!,2020-12-04,Locomotion Recordings/Interscope Records,2020-12-04,day,album
654Jxp6rUFgPckixlIusRJ,TUTA GOLD,Mahmood,06nvjg4wBANK6DCHjqtPNd,20845266,2024,,,TUTA GOLD,2024-02-07,Universal Music Italia srL.,2024-02-07,day,single
655JkvIwu2rDCaD1hPf04g,Pareja Del Año,"Sebastian Yatra, Myke Towers","07YUOmWljBTXwIseAUd9TW, 7iK8PXO48WeuP03g8YR51W",809292,2022,"Pop, Latin","colombian pop, reggaeton, latin, trap latino, urbano latino",Dharma,2022-01-28,UMLE - Latino,2022-01-28,day,album
658I1uDnmLSiltFCf98AWE,RIP Roach,"XXXTENTACION, Ski Mask The Slump God","15UsOTVnJzReFVN1VCnxy4, 2rhFzFmezpnW82MNqEKVry",667603,2018,Hip Hop,"emo rap, ",Revenge,2017-05-16,Bad Vibes Forever / EMPIRE,2017-05-16,day,compilation
65FftemJ1DbbZ45DUfHJXE,OMG,NewJeans,6HvZYsbFfjnjFrWF950C9d,902331302,2023,Pop,k-pop,NewJeans 'OMG',2023-01-02,ADOR,2023-01-02,day,single
65MOTX6uSFAnqXl7dlAuId,Tell Me You Love Me,Demi Lovato,6S2OmqARrzebs0tKUEyXyp,3617903,2017,,,Tell Me You Love Me,2017-08-24,Universal Music Group,2017-08-24,day,single
65MqlYPOWReasKWcuCaOCW,REMIX,Daddy Yankee,4VMYDCV2IEDYJArk749S6m,2616771,2022,Latin,"reggaeton, latin",LEGENDADDY,2022-03-25,Republic Records,2022-03-25,day,album
65NwOZqoXny4JxqAPlfxRF,Psycho (feat. Ty Dolla $ign),"Post Malone, Ty Dolla $ign","246dkjvS1zLTtiykXe5h60, 7c0XG5cIJTrrAgEC3ULPiq",271160926,2018,,,Psycho (feat. Ty Dolla $ign),2018-02-23,Universal Records,2018-02-23,day,single
65OR4ywy8Cgs3FDHK82Idl,Higher Power,Coldplay,4gzpq5DPGxSnKTe4SA8HAU,2709047,2021,,,Music Of The Spheres,2021-10-15,Parlophone UK,2021-10-15,day,album
65OVbaJR5O1RmwOQx0875b,Wants and Needs (feat. Lil Baby),"Drake, Lil Baby","3TVXtAsR1Inumwj472S9r4, 5f7VJjfbwm532GiveGC0ZK",267176934,"2021,2022",Hip Hop,"rap, hip hop, ",Scary Hours 2,2021-03-05,OVO,2021-03-05,day,single
65Q2mv3UlVi9eO70OpsmSe,A Holly Jolly Christmas - Single Version,Burl Ives,0MHgLfmQdutffmvWe5XBTN,90714809,"2017,2018,2019",Jazz,christmas,Have A Holly Jolly Christmas,1965-01-01,Geffen,1965-01-01,day,album
65irrLqfCMRiO3p87P4C0D,Frosty The Snowman,Ella Fitzgerald,5V0MlUE1Bft0mbLlND7FJz,41689114,"2019,2020,2021,2022,2023,2024","Easy listening, Jazz, Blues","vocal jazz, jazz, swing music, jazz blues, big band, christmas",Ella Wishes You A Swinging Christmas (Expanded Edition),1960-01-01,Verve Reissues,1960-01-01,day,album
65jw6GhwQW3Db55PxlPEpS,Be Something,"Polo G, Lil Baby","6AgTAQt8XS6jRWi4sX7w49, 5f7VJjfbwm532GiveGC0ZK",2919575,2020,,,THE GOAT,2020-05-15,Columbia,2020-05-15,day,album
65kp3OFn7JXbCvkm3m2Ui2,Two®,Lil Uzi Vert,4O15NlyKLIASxsJ0PrXPfz,3025609,2017,Hip Hop,melodic rap,Luv Is Rage 2,2017-08-25,Generation Now/Atlantic,2017-08-25,day,album
65u1dHQyQyE4y4aN2eDmMF,$$$ - with Matt Ox,"XXXTENTACION, Matt OX","15UsOTVnJzReFVN1VCnxy4, 2J6pigOrBmKQgqJUY5UM7r",9889360,2018,Hip Hop,"emo rap, rage rap",?,2018-03-16,"Bad Vibes Forever, LLC",2018-03-16,day,album
65wnZsZLKJimfK1cTFOfa1,Seeing Blind,"Niall Horan, Maren Morris","1Hsdzj7Dlq2I7tHP7501T4, 6WY7D3jk8zTrHtmkqqo5GI",1369511,2017,Country,country,Flicker (Deluxe),2017-10-20,Capitol Records (US1A),2017-10-20,day,album
660eekzsNZ7sdATvfIsAkR,"Fuego (with Sean Paul & Anitta, feat. Tainy)","DJ Snake, Sean Paul, Anitta, Tainy","540vIaP2JwjQb9dm3aArA4, 3Isy6kedDrgPYoTS1dazA9, 7FNnA9vBm6EKceENgCGRMb, 0GM7qgcRCORpGnfcN2tCiB",973035,2019,"Pop, Traditional music, R&B, Hip Hop, Latin","dancehall, brazilian pop, funk pop, funk carioca, funk, pagode baiano, reggaeton",Carte Blanche,2019-07-25,DJ Snake Music Productions Limited,2019-07-25,day,album
661CJWXysgwKXI1dreYNBU,Holy Ground (Taylor's Version),Taylor Swift,06HL4z0CvFAxyc27GXpf02,2628699,2021,,,Red (Taylor's Version),2021-11-12,Taylor Swift,2021-11-12,day,album
661bbtA19xopO3lH0J4Qvr,A Violent Noise,The xx,3iOvXCl6edW5Um0fXEBRXy,1045460,2017,,,I See You,2017-01-13,Young Turks Recordings,2017-01-13,day,album
665AK0ovB11McZRwfa852G,Astronomia,"Vicetone, Tony Igy","0daugAjUgbJSqdlyYNwIbT, 2jpQ0ywffgVHhZFQNWaWYW",38316051,2020,Electronic,"edm, ",Astronomia,2016-09-16,Columbia International,2016-09-16,day,single
666PdikRnUzdvjT9p5wWND,Tomorrow's Dust,Tame Impala,5INjqkS1o8h1imAzPqGZBb,1007930,2020,"Rock, Pop","indie, psychedelic pop",The Slow Rush,2020-02-14,Universal Music Australia Pty. Ltd.,2020-02-14,day,album
66BjcDhhwWCcQIBxHMpKXh,Flames,"David Guetta, Sia","1Cs0zKBU1kc0i8ypK3B9ai, 5WUlDfRSoLAfcVSX1WnrxN",34555792,2018,Electronic,"edm, dance, ",7,2018-09-14,Parlophone (France),2018-09-14,day,album
66FgjA5ZQJJuypFG1bc8se,Hate The Other Side (with Marshmello & The Kid Laroi),"Juice WRLD, Marshmello, The Kid LAROI, Polo G","4MCBfE4596Uoi2O4DtmEMz, 64KEffDW9EtZ1y2vBYgq8T, 2tIP7SsRs7vjIcLrU85W8J, 6AgTAQt8XS6jRWi4sX7w49",48137672,2020,"Electronic, Hip Hop","melodic rap, emo rap, edm, ",Legends Never Die,2020-07-10,Grade A Productions/Interscope Records,2020-07-10,day,album
66FltlEV09mPJYAyfYm8De,Bang Bang,YNW Melly,1cNDP5yjU5vjeR8qMf4grg,2780522,2019,Hip Hop,melodic rap,Melly vs. Melvin,2019-11-22,P2019,2019-11-22,day,album
66S2z95FN3nUAr9S1gUIsp,Ella,Boza,2NfSBtmWe7oPw1EmetJVso,2125975,2021,Latin,"reggaeton, urbano latino",Ella,2021-04-16,Sony Music Latin,2021-04-16,day,single
66VenHDtrQAw7FCjyF2J56,The Christmas Song (Shawn Mendes & Camila Cabello),"Shawn Mendes, Camila Cabello","7n2wHs1TKAczGzO7Dd2rGr, 4nDoRrQiYLoBzwC5BhVJzF",9774921,"2020,2021,2022",Pop,pop,Wonder (Holiday Deluxe),2020-12-05,Shawn Mendes LP4-5 PS/ Island,2020-12-05,day,album
66W1rVTnEv86dIkFhoiElg,Secrets,"Regard, RAYE","4ofCBoyEiGSePFAG500xev, 5KKpBU5eC2tJDzf0wmlRp2",121462136,2020,,,Secrets,2020-04-24,Ministry of Sound Recordings,2020-04-24,day,single
66WPXyhXqMlkM1kZhyEXWK,Christmas (Baby Please Come Home),Michael Bublé,1GxkXlMwML1oSg5eLPiAz3,28009606,"2017,2018,2019,2020,2021,2023,2024",Jazz,christmas,Christmas,2011-10-24,143/Reprise,2011-10-24,day,album
66XXCMX3Na7KNfm5e0tOVZ,Last Memory,Takeoff,3EW0kQ1skZiK1NHg3Spt9J,4817451,2018,,,Last Memory,2018-10-26,Quality Control Music/Motown Records/Capitol Records,2018-10-26,day,single
66bLKGXOk3kPWWHP7Tbrki,Celebrity Skin,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,1091350,2022,,,Celebrity Skin,2022-02-11,Kemosabe Records/RCA Records,2022-02-11,day,single
66gNNRsKkmECPQUrvpMQtS,El Farsante,DJ Jonathan,5RSYz1KaYXbHfKdlaxAI8O,4049143,2017,,,Nivel Urbano,2017-08-10,DJ JONATHAN,2017-08-10,day,album
66kQ7wr4d2LwwSjr7HXcyr,All The Stars (with SZA),"Kendrick Lamar, SZA","2YZyLoL8N0Wb9xBt1NhZWg, 7tYKF4w9nC0nq9CsPZTHyP",19961432,2018,"Hip Hop, R&B","hip hop, west coast hip hop, r&b",All The Stars (with SZA),2018-01-04,Black Panther (TDE/DMG) PS,2018-01-04,day,single
66sBTYlkaiyBwf4fhbIHlZ,Yours,Jin,5vV3bFXnN6D6N3Nj4xRvaV,1066459,2022,Pop,k-pop,Jirisan (Original Television Soundtrack) Pt. 4,2021-11-07,"에이스토리, 모스트콘텐츠",2021-11-07,day,single
66wkCYWlXzSTQAfnsPBptt,My Favorite Part,"Mac Miller, Ariana Grande","4LLpKhyESsyAXpc4laK94U, 66CXWjxzNUsdJxJ2JdwvnR",563627,2018,Pop,pop,The Divine Feminine,2016-09-16,Warner Records,2016-09-16,day,album
66y7x28jXOPrcmu3D5Zjh6,A Million Dreams (Reprise),"Austyn Johnson, Cameron Seely, Hugh Jackman","6Y20PijIkUoCtuvtkz37dO, 0nFUCMGlkx1lMZnHL6ArVJ, 5F1aoppMtU3OMiltO8ymJ2",506561,2018,Classical,musicals,The Greatest Showman (Original Motion Picture Soundtrack),2017-12-08,Atlantic Records,2017-12-08,day,compilation
66z5CuZkqkb18VhFTRwbZk,Hard To Choose One,Future,1RyvyyTE3xzB2ZywiAwp0i,877078,2020,Hip Hop,rap,High Off Life,2020-05-15,Epic/Freebandz,2020-05-15,day,album
6700Z4Izi8EbB6JNthU6Ma,Hold Me While You Wait,Lewis Capaldi,4GNC7GD6oZMSxPGyXy4MNB,6637743,2019,Pop,soft pop,Hold Me While You Wait,2019-05-03,Vertigo Berlin,2019-05-03,day,single
671fHUAB2n0MocazS1bMB8,Por Dentro,"Rels B, Kenia OS","2IMZYfNi21MGqxopj9fWx8, 31VFEohvhOUKrtAONEBhMG",2412190,2023,Latin,"urbano latino, trap latino, reggaeton mexa",Por Dentro,2023-11-23,DALE PLAY Records / Flakk Team,2023-11-23,day,single
6752EZMgXswvRBH3N2PilO,Unica,Ozuna,1i8SpTcr7yvPOmcqrbnVXY,82592307,2018,Latin,"reggaeton, latin, trap latino, urbano latino",Unica,2018-04-26,VP Records Corp/Dimelo Vi,2018-04-26,day,single
6755DFiZ7CWe2WMdTGW5C1,Ski,"Young Stoner Life, Young Thug, Gunna","1xr2G8Hlx4QWmT9HaUbmoO, 50co4Is1HCEo8bhOyUWKpn, 2hlmm7s2ICUX0LVIhVFlZQ",9231974,2021,Hip Hop,"rap, melodic rap, trap",Slime Language 2,2021-04-16,300 Entertainment,2021-04-16,day,album
675w3ACw5xZR3ODhUJlEVN,Sola,Manuel Turizo,0tmwSHipWxN12fsoLcFU3B,66408334,2019,"Pop, Latin","reggaeton, latin, colombian pop",Sola,2018-11-09,Sony Music Latin/La Industria,2018-11-09,day,single
67ACYA3UI6QMNtHX6b34wX,LA DROGA,Bad Bunny,4q3ewBCX7sLwd24euuV69X,15366166,2020,Latin,"reggaeton, trap latino, latin, urbano latino",EL ÚLTIMO TOUR DEL MUNDO,2020-11-27,Rimas Entertainment LLC,2020-11-27,day,album
67BtfxlNbhBmCDR2L2l8qd,MONTERO (Call Me By Your Name),Lil Nas X,7jVv8c5Fj3E9VhNjxT4snq,778535745,2021,,,MONTERO (Call Me By Your Name),2021-03-31,Columbia,2021-03-31,day,single
67G6iaOw8DZqp1z8STR89R,WHOLE LOTTA MONEY (feat. Nicki Minaj) - Remix,"BIA, Nicki Minaj","6veh5zbFpm31XsPdjBgPER, 0hCNtLu0JehylgoiP8L4Gh",3156560,2021,,,WHOLE LOTTA MONEY (feat. Nicki Minaj) [Remix],2021-07-09,Epic,2021-07-09,day,single
67LB1vZuG114LqRN8h8bQ2,Recap (feat. Don Toliver),"NAV, Don Toliver","7rkW85dBwwrJtlHRDkJDAC, 4Gso3d4CscCijv0lmajZWs",715072,2020,Hip Hop,"melodic rap, ",Good Intentions,2020-05-08,Republic Records,2020-05-08,day,album
67QVeMvttYHbB1Zuvh0cn6,LET'S PRAY (feat. Don Toliver & Travis Scott),"DJ Khaled, Don Toliver, Travis Scott","0QHgL1lAIqAw0HtD7YldmP, 4Gso3d4CscCijv0lmajZWs, 0Y5tJX1MQlPlqiwlOH1tJY",1158124,2022,Hip Hop,rap,GOD DID,2022-08-26,Epic/We The Best,2022-08-26,day,album
67XyC1GdSkKb9sbRRkUDXS,Shotta Flow (feat. Blueface) [Remix],"NLE Choppa, Blueface","0ErzCpIMyLcjPiwT4elrtZ, 3Fl1V19tmjt57oBdxXKAjJ",65720175,2019,,,Shotta Flow (Feat. Blueface) [Remix],2019-06-20,No Love Entertainment,2019-06-20,day,single
67aaFVnfvFWjxVQMd0jDb5,Smaller Acts,Zach Bryan,40ZNYROS4zLfyyBSs2PGe2,3253194,2023,Country,"country, red dirt",Zach Bryan,2023-08-25,Warner Records,2023-08-25,day,album
67dU06KGaJHLLlo5Y5bkD2,Reputation,Post Malone,246dkjvS1zLTtiykXe5h60,9644402,2022,,,Twelve Carat Toothache,2022-06-03,Mercury Records/Republic Records,2022-06-03,day,album
67dyMPOUsbZ9Yg06PnfAAh,Draco,Future,1RyvyyTE3xzB2ZywiAwp0i,5858058,2017,Hip Hop,rap,FUTURE,2017-08-04,Epic/Freebandz/A1,2017-08-04,day,album
67fRHOlaYQQFG67D9DkdnW,"The Apprentice (feat. Rag'n'Bone Man, Zebra Katz & RAY BLK)","Gorillaz, Rag'n'Bone Man, Zebra Katz, RAY BLK","3AA28KZvwAUcZuOKwyblJQ, 4f9iBmdUOhQWeP7dcAn1pf, 5Tz4zMiRWqiQVAymWZz99a, 0CkbPVBpOwwz9NPPglFKyq",647604,2017,"R&B, Electronic","hip house, alternative r&b",Humanz (Deluxe),2017-04-28,Parlophone UK,2017-04-28,day,album
67jvGGbJmOmVonlyX3mNkV,Caramelo - Remix,"Ozuna, KAROL G, Myke Towers","1i8SpTcr7yvPOmcqrbnVXY, 790FomKkXshlbRYZFtlgla, 7iK8PXO48WeuP03g8YR51W",59343358,2020,Latin,"reggaeton, latin, trap latino, urbano latino",ENOC,2020-09-04,Aura Music Corp.,2020-09-04,day,album
67lKDoCZbRCJDa4RT68eme,Secret (feat. Summer Walker),"21 Savage, Summer Walker","1URnnhqYAYcrqrcwql10ft, 57LYzLEk2LcFghVwuWbcuS",749854,2020,R&B,r&b,Secret (feat. Summer Walker),2020-04-17,"Slaughter Gang, LLC/Epic Records",2020-04-17,day,single
67mgz7S5y7hnCE63YBjfO6,Holly Jolly Christmas,Michael Bublé,1GxkXlMwML1oSg5eLPiAz3,115520195,2024,Jazz,christmas,Christmas (Deluxe Special Edition),2011-10-24,Reprise,2011-10-24,day,album
67nepsnrcZkowTxMWigSbb,MELTDOWN (feat. Drake),"Travis Scott, Drake","0Y5tJX1MQlPlqiwlOH1tJY, 3TVXtAsR1Inumwj472S9r4",381771230,2023,Hip Hop,"rap, hip hop",UTOPIA,2023-07-28,Cactus Jack/Epic,2023-07-28,day,album
67ojvEGRPAUCOohuMPqoRC,110,"Capital Bra, Samra, LEA","4WZGDpNwrC0vNQyl9QzF7d, 6h1s4i4XKIYv4ErDelLDN0, 5Yo5iU2nf4H41waPl4ZnS1",28471663,2019,"Hip Hop, Pop","german hip hop, german pop",Berlin lebt 2,2019-10-03,Urban,2019-10-03,day,album
67siqMtQTGPpJZI4Dz8OpM,not the same,ROSÉ,3eVa5w3URK5duf6eyVDbu9,1428846,2024,Pop,k-pop,rosie,2024-12-06,Atlantic Records,2024-12-06,day,album
67xBtV07CC73eFw7z5oCvU,Do You Remember,"Chance the Rapper, Death Cab for Cutie","1anyVhU62p31KFi8MEzkbf, 0YrtvWJMgSdVrk3SfNjTbx",3997046,2019,,,The Big Day,2019-07-26,Chance the Rapper,2019-07-26,day,album
680qLWCMRfR6evrNNBCE9e,MLK Interlude,-,28QlAisHETVQGqLPDfo3eC,2312479,2021,,,Justice,2021-03-19,RBMG/Def Jam,2021-03-19,day,album
684EjRHwNsZQ9hCQxL4NYL,"El Favor (with Nicky Jam & Sech, feat. Farruko, Zion & Lunay)","Dímelo Flow, Nicky Jam, Sech, Farruko, Zion, Lunay","3fZk3Gm5dN5v5yfYMQ04Bx, 1SupJlEpv7RS2tPNRaHViT, 77ziqFxp5gaInVrF2lj4ht, 329e4yvIujISKGKz1BZZbO, 1pgDilWYDWLoOgGjf1iHNu, 47MpMsUfWtgyIIBEFOr4FE",67729637,2019,Latin,"reggaeton, urbano latino, latin, trap latino","El Favor (with Nicky Jam & Sech, feat. Farruko, Zion & Lunay)",2019-08-30,Rich Music/Interscope Records,2019-08-30,day,single
6875MeXyCW0wLyT72Eetmo,Starving,"Hailee Steinfeld, Grey, Zedd","5p7f24Rk5HkUZsaS3BLG5F, 4lDBihdpMlOalxy1jkUbPl, 2qxJFvFYMEDqd7ui6kSAcq",30194993,"2017,2019",Electronic,edm,HAIZ,2016-08-19,Universal Records,2016-08-19,day,album
688QpQAwqsLdBR6lr13wK1,Same Bitches (feat. G-Eazy & YG),"Post Malone, G-Eazy, YG","246dkjvS1zLTtiykXe5h60, 02kJSzxNuaWGqwubyUba0Z, 0A0FS04o6zMoto8OKPsDwY",58241930,2018,Hip Hop,hyphy,beerbongs & bentleys,2018-04-27,Republic Records,2018-04-27,day,album
689uBlyIufk2LUhAwjny4w,Nowadays (feat. Landon Cube),"Lil Skies, Landon Cube","7d3WFRME3vBY2cgoP38RDo, 04ei5kNgmDuNAydFhhIHnD",2874688,2018,Hip Hop,"melodic rap, ",Nowadays (feat. Landon Cube),2017-12-20,All We Got Ent.,2017-12-20,day,single
68Dni7IE4VyPkTOH9mRWHr,No Role Modelz,J. Cole,6l3HvQ5sa6mXTsMTB19rO5,1538399514,"2022,2023,2024",Hip Hop,rap,2014 Forest Hills Drive,2014-12-09,Roc Nation Records LLC,2014-12-09,day,album
68EMU2RD1ECNeOeJ5qAXCV,We Don't Talk Anymore (feat. Selena Gomez),"Charlie Puth, Selena Gomez","6VuMaDnrHyPL1p4EHjYLi7, 0C8ZW7ezQVs4URX5aX7Kqx",238755719,"2017,2018,2024",Pop,"soft pop, pop",Nine Track Mind,2015-11-05,Artist Partner,2015-11-05,day,album
68EkhVWIeULhHxcbi1QhzK,World's Smallest Violin,AJR,6s22t5Y3prQHyaHWUN1R1C,6391521,2022,,,OK ORCHESTRA,2021-03-26,Black Butter,2021-03-26,day,album
68HocO7fx9z0MgDU0ZPHro,Every Summertime,NIKI,2kxP07DLgs4xlWz8YHlvfh,64119319,2022,,,Every Summertime,2021-08-10,"MARVEL/Hollywood Records, Inc./Interscope Records",2021-08-10,day,single
68Vm2W4oURsPV3121vUZgB,Time - Edit,NF,6fOMl44jA4Sp5b9PpYCkzz,7612640,2019,Hip Hop,christian hip hop,Time,2019-07-12,NF Real Music,2019-07-12,day,single
68cUJFq7aAbgeurngTmngL,$AD BOYZ II,Junior H,7Gi6gjaWy3DxyilpF1a8Is,8863376,2023,Latin,"corridos tumbados, corrido, corridos bélicos, sad sierreño, sierreño, música mexicana, banda",$AD BOYZ 4 LIFE II,2023-10-05,WEA Latina,2023-10-05,day,album
68lOQPb5tX8U2cQRuas0L2,Used 2,Lil Wayne,55Aa2cqylxrFIXC767Z865,4304865,2018,Hip Hop,"rap, hip hop",Tha Carter V,2018-09-28,"Young Money Records, Inc.",2018-09-28,day,album
68m6iwhKElLTBaGRG1LLwE,Get It Right (feat. MØ),"Diplo, MØ","5fMUXHkw8R8eOP2RNVYEZX, 0bdfiayQAKewqEvaU6rXCv",9949462,2017,Electronic,"moombahton, ",Get It Right (feat. MØ),2017-11-15,Because Music,2017-11-15,day,single
68mOSKT4uBkKddEAhlMO61,Home,Good Neighbours,52N3KGrTWDRhdQJrgBTofE,5116363,2024,,,Home,2024-01-17,Some Action,2024-01-17,day,single
68mrW6gXHgupgSiDHgaDi5,Polvo,"Nicky Jam, Myke Towers","1SupJlEpv7RS2tPNRaHViT, 7iK8PXO48WeuP03g8YR51W",119885444,"2020,2021",Latin,"reggaeton, latin, trap latino, urbano latino",Polvo,2020-11-20,Sony Music Latin,2020-11-20,day,single
68poZGRClFTzLdeRz9X0M2,Panini,Lil Nas X,7jVv8c5Fj3E9VhNjxT4snq,715029,2019,,,Panini,2019-06-20,Columbia,2019-06-20,day,single
68r3esIMdWpIeZqWZQDnfY,Burnin' Up,Jonas Brothers,7gOdHgIoIKoe4i9Tta6qdD,686991,2019,,,Burnin' Up/ When You Look Me In The Eyes (UK Version),2008-09-22,"Hollywood Records, Inc.",2008-09-22,day,single
68uKHxQzoY6gd7YSKJf21J,Só Quer Vrau,"MC MM, DJ RD","3a5ydeAaojKa3CHWe5PVWK, 0tvACMjTDrW7HCo4F2wiIb",5736749,2018,"Hip Hop, Pop, R&B","funk, brazilian funk, brega funk",Só Quer Vrau,2018-04-06,KondZilla,2018-04-06,day,single
68vgtRHr7iZHpzGpon6Jlo,My Boo,"USHER, Alicia Keys","23zg3TcAtWQy7J6upgbUnj, 3DiDSECUqqY1AuBP8qtaIa",4982943,2024,R&B,"r&b, neo soul",Confessions (Expanded Edition),2004-03-23,LaFace Records,2004-03-23,day,album
693iqPOQvhI7PobtR8CC8v,Bonita,"J Balvin, Jowell & Randy","1vyhD5VmyZ7KMfW5gqLgo5, 4IMAo2UQchVFyPH24PAjUs",256717048,"2017,2018",Latin,"reggaeton, latin, urbano latino",Bonita,2017-06-02,Universal Music Group,2017-06-02,day,single
694vvR5o19xHPhhJ5QdLN7,NO HALO,BROCKHAMPTON,1Bl6wpkWCQ4KVgnASpvzzA,4713489,2019,,,GINGER,2019-08-23,Question Everything/RCA Records,2019-08-23,day,album
696DnlkuDOXcMAnKlTgXXK,ROXANNE,Arizona Zervas,0vRvGUQVUjytro0xpb26bs,952296136,"2019,2020,2021",,,ROXANNE,2019-10-10,Arizona Zervas,2019-10-10,day,single
697bFWgzBRm6bmnYWd8GyD,Hold Me Closer,Cornelia Jakobs,7cYZ8F0N2jby95FsxU9hh4,1915776,2022,,,Hold Me Closer,2022-02-26,WM Sweden,2022-02-26,day,single
69CrOS7vEHIrhC2ILyEi0s,FLOWER,JISOO,6UZ0ba50XreR4TM8u322gs,373222540,2023,Pop,k-pop,ME,2023-03-31,YG Entertainment/Interscope Records,2023-03-31,day,single
69LvvkHnFFnX3d5eNObtMo,kiss kiss,mgk,6TIYQ3jFPwQSRmorSezPxX,918131,2020,,,Tickets To My Downfall,2020-09-25,Bad Boy/Interscope Records,2020-09-25,day,album
69Naniu2KjKjaQOBUagE8U,"Homemade Dynamite (Feat. Khalid, Post Malone & SZA) - REMIX","Lorde, Khalid, Post Malone, SZA","163tK9Wjr9P9DmM0AVK7lm, 6LuN9FCkKOj5PcnpouEgny, 246dkjvS1zLTtiykXe5h60, 7tYKF4w9nC0nq9CsPZTHyP",45651062,2017,R&B,r&b,"Homemade Dynamite (Feat. Khalid, Post Malone & SZA) [REMIX]",2017-09-14,Universal Music Group,2017-09-14,day,single
69PkhA9q3xCWU2CzoZnLAu,LOSE IT (feat. Lil Baby),"Quavo, Lil Baby","0VRj0yCOv2FXJNP47XQnx5, 5f7VJjfbwm532GiveGC0ZK",4832689,2018,,,QUAVO HUNCHO,2018-10-12,Quality Control Music/Motown Records/Capitol Records,2018-10-12,day,album
69Y5IZuBvGyzySFt5x7kCq,Más De La Una,"Piso 21, Maluma","4bw2Am3p9ji3mYsXNXtQcd, 1r4hJ1h58CWwUQe3MxPuau",2211884,2021,"Pop, Latin","reggaeton, colombian pop, pop urbano, latin, urbano latino",Más De La Una,2020-12-03,WM Mexico,2020-12-03,day,single
69b0SDYOymaqYwm3la237H,Ye vs. the People (starring TI as the People),Kanye West,5K4W6rqBFWDnAN6FQUkS6x,4511152,2018,Hip Hop,rap,Ye vs. the People (starring TI as the People),2018-04-28,Rock The World/IDJ/Kanye LP7,2018-04-28,day,single
69bp2EbF7Q2rqc5N3ylezZ,Sorry,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,115531430,2017,,,Purpose (Deluxe),2015-11-13,Universal Music Group,2015-11-13,day,album
