artist_1,artist_2,count,song_ids
Judy Garland,,0,[]
The Beach Boys,,0,[]
Gene Autry,,0,[]
Backstreet Boys,,0,[]
Bryan Adams,,0,[]
Melanie Thornton,,0,[]
Boney M.,,0,[]
Slade,,0,[]
Ella Fitzgerald,,0,[]
Train,,0,[]
Nina Nesbitt,,0,[]
Wizzard,,0,[]
Hannah Kerr,,0,[]
Whitney Houston,,0,[]
